country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
France,FR,2020-W22,national,FR,France,4005,257262,67320216,382.1467239,1.556778693,TESSy
France,FR,2020-W23,national,FR,France,3169,202424,67320216,300.6882806,1.565525827,TESSy
France,FR,2020-W24,national,FR,France,3282,218461,67320216,324.5102482,1.502327647,TESSy
France,FR,2020-W25,national,FR,France,3558,217904,67320216,323.6828592,1.632829136,TESSy
France,FR,2020-W26,national,FR,France,3575,240414,67320216,357.1200663,1.487018227,TESSy
France,FR,2020-W27,national,FR,France,3832,303147,67320216,450.3060418,1.264073205,TESSy
France,FR,2020-W28,national,FR,France,3994,346837,67320216,515.2048235,1.151549575,TESSy
France,FR,2020-W29,national,FR,France,4503,360933,67320216,536.143556,1.24759997,TESSy
France,FR,2020-W30,national,FR,France,6628,458742,67320216,681.4327512,1.444820836,TESSy
France,FR,2020-W31,national,FR,France,8503,528539,67320216,785.11186,1.608774376,TESSy
France,FR,2020-W32,national,FR,France,11908,537696,67320216,798.7140148,2.214634291,TESSy
France,FR,2020-W33,national,FR,France,17306,545595,67320216,810.4474888,3.17194989,TESSy
France,FR,2020-W34,national,FR,France,28123,726779,67320216,1079.585068,3.869539434,TESSy
France,FR,2020-W35,national,FR,France,39812,886364,67320216,1316.638675,4.491608414,TESSy
France,FR,2020-W36,national,FR,France,52783,957415,67320216,1422.180523,5.513074268,TESSy
France,FR,2020-W37,national,FR,France,64661,1136032,67320216,1687.504984,5.691829103,TESSy
France,FR,2020-W38,national,FR,France,75740,1150879,67320216,1709.55928,6.58105674,TESSy
France,FR,2020-W39,national,FR,France,74047,935477,67320216,1389.592986,7.915427103,TESSy
France,FR,2020-W40,national,FR,France,79885,853488,67320216,1267.803419,9.359826969,TESSy
France,FR,2020-W41,national,FR,France,123001,982987,67320216,1460.166141,12.51298339,TESSy
France,FR,2020-W42,national,FR,France,174734,1228308,67320216,1824.575251,14.22558511,TESSy
France,FR,2020-W43,national,FR,France,275387,1428405,67320216,2121.806918,19.27933604,TESSy
France,FR,2020-W44,national,FR,France,334435,1575033,67320216,2339.613705,21.23352336,TESSy
France,FR,2020-W45,national,FR,France,304537,1444719,67320216,2146.040351,21.07932408,TESSy
France,FR,2020-W46,national,FR,France,178236,1044418,67320216,1551.418076,17.06558102,TESSy
France,FR,2020-W47,national,FR,France,116361,790027,67320216,1173.536045,14.72873712,TESSy
France,FR,2020-W48,national,FR,France,78220,599420,67320216,890.4011835,13.04928097,TESSy
France,FR,2020-W49,national,FR,France,72108,1113772,67320216,1654.439136,6.474215549,TESSy
France,FR,2020-W50,national,FR,France,78718,1253523,67320216,1862.030567,6.279741177,TESSy
France,FR,2020-W51,national,FR,France,94277,1988459,67320216,2953.732353,4.741209147,TESSy
France,FR,2020-W52,national,FR,France,85079,3028311,67320216,4498.36792,2.809453851,TESSy
France,FR,2020-W53,national,FR,France,89718,1762110,67320216,2617.504971,5.091509611,TESSy
France,FR,2021-W01,national,FR,France,123772,1987664,67320216,2952.55143,6.227008186,TESSy
France,FR,2021-W02,national,FR,France,120584,1902712,67320216,2826.36051,6.337480396,TESSy
France,FR,2021-W03,national,FR,France,132681,1969866,67320216,2926.113606,6.735534295,TESSy
France,FR,2021-W04,national,FR,France,134201,2122366,67320216,3152.642885,6.323178943,TESSy
France,FR,2021-W05,national,FR,France,131725,2187761,67320216,3249.783096,6.020995895,TESSy
France,FR,2021-W06,national,FR,France,114493,2147335,67320216,3189.732784,5.331864846,TESSy
France,FR,2021-W07,national,FR,France,120503,2111518,67320216,3136.528855,5.706936905,TESSy
France,FR,2021-W08,national,FR,France,130574,2041033,67320216,3031.827765,6.397446783,TESSy
France,FR,2021-W09,national,FR,France,128276,2013028,67320216,2990.228077,6.372290897,TESSy
France,FR,2021-W10,national,FR,France,149109,2216026,67320216,3291.768998,6.728666541,TESSy
France,FR,2021-W11,national,FR,France,190121,2597842,67320216,3858.932954,7.318420443,TESSy
France,FR,2021-W12,national,FR,France,230574,3032433,67320216,4504.490895,7.603597507,TESSy
France,FR,2021-W13,national,FR,France,243764,3544805,67320216,5265.58768,6.87665471,TESSy
France,FR,2021-W14,national,FR,France,205598,2608439,67320216,3874.674139,7.882032127,TESSy
France,FR,2021-W15,national,FR,France,201074,2340240,67320216,3476.281181,8.59202475,TESSy
France,FR,2021-W16,national,FR,France,178829,2054293,67320216,3051.524671,8.705136025,TESSy
France,FR,2021-W17,national,FR,France,132684,2160701,67320216,3209.587147,6.140784866,TESSy
France,FR,2021-W18,national,FR,France,109016,2257132,67320216,3352.829409,4.829846017,TESSy
France,FR,2021-W19,national,FR,France,88274,2080518,67320216,3090.48028,4.242885666,TESSy
France,FR,2021-W20,national,FR,France,101042,2341477,67320216,3478.118668,4.315310379,TESSy
France,FR,2021-W21,national,FR,France,62447,1993847,67320216,2961.735892,3.131985554,TESSy
France,FR,2021-W22,national,FR,France,46640,2022674,67320216,3004.55661,2.305858482,TESSy
France,FR,2021-W23,national,FR,France,27912,1876990,67320216,2788.152076,1.487061732,TESSy
France,FR,2021-W24,national,FR,France,16646,1749068,67320216,2598.13189,0.951706852,TESSy
France,FR,2021-W25,national,FR,France,12710,1631061,67320216,2422.83982,0.779247373,TESSy
France,FR,2021-W26,national,FR,France,16182,1767885,67320216,2626.083374,0.915331031,TESSy
France,FR,2021-W27,national,FR,France,26436,2047117,67320216,3040.865169,1.291377093,TESSy
France,FR,2021-W28,national,FR,France,55091,2158149,67320216,3205.796309,2.552696779,TESSy
France,FR,2021-W29,national,FR,France,126207,2888369,67320216,4290.49277,4.369490186,TESSy
France,FR,2021-W30,national,FR,France,152682,3570488,67320216,5303.738182,4.276222186,TESSy
France,FR,2020-W51,subnational,FR1,Ile-de-France,16721,413756,12174880,3398.440067,4.041270701,TESSy
France,FR,2020-W52,subnational,FR1,Ile-de-France,14791,629899,12174880,5173.759413,2.348154228,TESSy
France,FR,2020-W53,subnational,FR1,Ile-de-France,16175,367821,12174880,3021.14682,4.397519446,TESSy
France,FR,2021-W01,subnational,FR1,Ile-de-France,23173,371781,12174880,3053.672808,6.232970485,TESSy
France,FR,2021-W02,subnational,FR1,Ile-de-France,23785,371041,12174880,3047.59472,6.410342792,TESSy
France,FR,2021-W03,subnational,FR1,Ile-de-France,26117,389041,12174880,3195.440119,6.71317419,TESSy
France,FR,2021-W04,subnational,FR1,Ile-de-France,27726,416889,12174880,3424.17338,6.650691191,TESSy
France,FR,2021-W05,subnational,FR1,Ile-de-France,29675,432794,12174880,3554.811218,6.856610766,TESSy
France,FR,2021-W06,subnational,FR1,Ile-de-France,29284,458904,12174880,3769.269184,6.381291076,TESSy
France,FR,2021-W07,subnational,FR1,Ile-de-France,33862,449806,12174880,3694.541548,7.528134351,TESSy
France,FR,2021-W08,subnational,FR1,Ile-de-France,40423,418008,12174880,3433.364436,9.670389083,TESSy
France,FR,2021-W09,subnational,FR1,Ile-de-France,43575,445583,12174880,3659.855374,9.77932282,TESSy
France,FR,2021-W10,subnational,FR1,Ile-de-France,50458,508720,12174880,4178.439541,9.91861928,TESSy
France,FR,2021-W11,subnational,FR1,Ile-de-France,71398,618901,12174880,5083.425874,11.53625539,TESSy
France,FR,2021-W12,subnational,FR1,Ile-de-France,80824,712996,12174880,5856.287701,11.33582797,TESSy
France,FR,2021-W13,subnational,FR1,Ile-de-France,86259,823032,12174880,6760.083056,10.48063745,TESSy
France,FR,2021-W14,subnational,FR1,Ile-de-France,70158,604337,12174880,4963.802518,11.60908566,TESSy
France,FR,2021-W15,subnational,FR1,Ile-de-France,67450,544064,12174880,4468.742197,12.39743854,TESSy
France,FR,2021-W16,subnational,FR1,Ile-de-France,64821,468982,12174880,3852.04618,13.82163921,TESSy
France,FR,2021-W17,subnational,FR1,Ile-de-France,0,469996,12174880,3860.374805,0,TESSy
France,FR,2021-W18,subnational,FR1,Ile-de-France,31097,498456,12174880,4094.134809,6.238664998,TESSy
France,FR,2021-W19,subnational,FR1,Ile-de-France,23903,494030,12174880,4057.781268,4.838370139,TESSy
France,FR,2021-W20,subnational,FR1,Ile-de-France,21823,519194,12174880,4264.469136,4.2032458,TESSy
France,FR,2021-W21,subnational,FR1,Ile-de-France,15168,443670,12174880,3644.142694,3.418757184,TESSy
France,FR,2021-W22,subnational,FR1,Ile-de-France,11340,437823,12174880,3596.11758,2.590087775,TESSy
France,FR,2021-W23,subnational,FR1,Ile-de-France,7100,429092,12174880,3524.404347,1.65465681,TESSy
France,FR,2021-W24,subnational,FR1,Ile-de-France,4145,413585,12174880,3397.035535,1.002212363,TESSy
France,FR,2021-W25,subnational,FR1,Ile-de-France,3062,408943,12174880,3358.90785,0.748759607,TESSy
France,FR,2021-W26,subnational,FR1,Ile-de-France,4178,472838,12174880,3883.71795,0.883600726,TESSy
France,FR,2021-W27,subnational,FR1,Ile-de-France,6482,560972,12174880,4607.618309,1.155494392,TESSy
France,FR,2021-W28,subnational,FR1,Ile-de-France,10516,567250,12174880,4659.183499,1.853856324,TESSy
France,FR,2021-W29,subnational,FR1,Ile-de-France,21071,683126,12174880,5610.946473,3.084496857,TESSy
France,FR,2021-W30,subnational,FR1,Ile-de-France,23189,794646,12174880,6526.930861,2.918154751,TESSy
France,FR,2020-W51,subnational,FRB,Centre � Val de Loire,3420,59885,2576252,2324.500864,5.71094598,TESSy
France,FR,2020-W52,subnational,FRB,Centre � Val de Loire,2792,88543,2576252,3436.892043,3.153270163,TESSy
France,FR,2020-W53,subnational,FRB,Centre � Val de Loire,3133,57107,2576252,2216.669798,5.486192586,TESSy
France,FR,2021-W01,subnational,FRB,Centre � Val de Loire,4591,64287,2576252,2495.369242,7.141412727,TESSy
France,FR,2021-W02,subnational,FRB,Centre � Val de Loire,4468,63303,2576252,2457.174221,7.058117309,TESSy
France,FR,2021-W03,subnational,FRB,Centre � Val de Loire,5055,66898,2576252,2596.718023,7.556279709,TESSy
France,FR,2021-W04,subnational,FRB,Centre � Val de Loire,5149,68415,2576252,2655.602014,7.526127311,TESSy
France,FR,2021-W05,subnational,FRB,Centre � Val de Loire,4770,70116,2576252,2721.628164,6.803012151,TESSy
France,FR,2021-W06,subnational,FRB,Centre � Val de Loire,3945,65502,2576252,2542.530777,6.022716864,TESSy
France,FR,2021-W07,subnational,FRB,Centre � Val de Loire,4121,67812,2576252,2632.195919,6.077095499,TESSy
France,FR,2021-W08,subnational,FRB,Centre � Val de Loire,4570,67365,2576252,2614.845132,6.783938247,TESSy
France,FR,2021-W09,subnational,FRB,Centre � Val de Loire,4239,60567,2576252,2350.97343,6.998860766,TESSy
France,FR,2021-W10,subnational,FRB,Centre � Val de Loire,4885,62916,2576252,2442.152398,7.764320682,TESSy
France,FR,2021-W11,subnational,FRB,Centre � Val de Loire,6448,75195,2576252,2918.775027,8.575038234,TESSy
France,FR,2021-W12,subnational,FRB,Centre � Val de Loire,7618,91730,2576252,3560.598886,8.304807587,TESSy
France,FR,2021-W13,subnational,FRB,Centre � Val de Loire,8584,106433,2576252,4131.311688,8.065167758,TESSy
France,FR,2021-W14,subnational,FRB,Centre � Val de Loire,7464,81204,2576252,3152.020843,9.191665435,TESSy
France,FR,2021-W15,subnational,FRB,Centre � Val de Loire,7962,74182,2576252,2879.454339,10.73306193,TESSy
France,FR,2021-W16,subnational,FRB,Centre � Val de Loire,7769,67039,2576252,2602.19109,11.58877668,TESSy
France,FR,2021-W17,subnational,FRB,Centre � Val de Loire,0,66029,2576252,2562.986851,0,TESSy
France,FR,2021-W18,subnational,FRB,Centre � Val de Loire,4014,68222,2576252,2648.110511,5.88373252,TESSy
France,FR,2021-W19,subnational,FRB,Centre � Val de Loire,2969,62929,2576252,2442.657007,4.718015541,TESSy
France,FR,2021-W20,subnational,FRB,Centre � Val de Loire,3151,68075,2576252,2642.404547,4.628718325,TESSy
France,FR,2021-W21,subnational,FRB,Centre � Val de Loire,2271,60096,2576252,2332.691057,3.778953674,TESSy
France,FR,2021-W22,subnational,FRB,Centre � Val de Loire,1807,60526,2576252,2349.38197,2.985493837,TESSy
France,FR,2021-W23,subnational,FRB,Centre � Val de Loire,965,52541,2576252,2039.435583,1.836660893,TESSy
France,FR,2021-W24,subnational,FRB,Centre � Val de Loire,447,46293,2576252,1796.912724,0.96558875,TESSy
France,FR,2021-W25,subnational,FRB,Centre � Val de Loire,343,42288,2576252,1641.45433,0.811104805,TESSy
France,FR,2021-W26,subnational,FRB,Centre � Val de Loire,383,44880,2576252,1742.065605,0.853386809,TESSy
France,FR,2021-W27,subnational,FRB,Centre � Val de Loire,404,52517,2576252,2038.503997,0.769274711,TESSy
France,FR,2021-W28,subnational,FRB,Centre � Val de Loire,746,50972,2576252,1978.533156,1.463548615,TESSy
France,FR,2021-W29,subnational,FRB,Centre � Val de Loire,1389,67844,2576252,2633.438033,2.047343907,TESSy
France,FR,2021-W30,subnational,FRB,Centre � Val de Loire,2077,83976,2576252,3259.619012,2.473325712,TESSy
France,FR,2020-W51,subnational,FRC,Bourgogne-Franche-Comt�,6922,82141,2811423,2921.6877,8.426973132,TESSy
France,FR,2020-W52,subnational,FRC,Bourgogne-Franche-Comt�,5884,115002,2811423,4090.526399,5.116432758,TESSy
France,FR,2020-W53,subnational,FRC,Bourgogne-Franche-Comt�,6637,75257,2811423,2676.829492,8.819113172,TESSy
France,FR,2021-W01,subnational,FRC,Bourgogne-Franche-Comt�,8250,92020,2811423,3273.075592,8.965442295,TESSy
France,FR,2021-W02,subnational,FRC,Bourgogne-Franche-Comt�,6854,79104,2811423,2813.664112,8.66454288,TESSy
France,FR,2021-W03,subnational,FRC,Bourgogne-Franche-Comt�,6883,78726,2811423,2800.218964,8.742981988,TESSy
France,FR,2021-W04,subnational,FRC,Bourgogne-Franche-Comt�,6292,82374,2811423,2929.975319,7.638332484,TESSy
France,FR,2021-W05,subnational,FRC,Bourgogne-Franche-Comt�,5477,81451,2811423,2897.144969,6.724288222,TESSy
France,FR,2021-W06,subnational,FRC,Bourgogne-Franche-Comt�,4724,72362,2811423,2573.856727,6.528288328,TESSy
France,FR,2021-W07,subnational,FRC,Bourgogne-Franche-Comt�,4231,63502,2811423,2258.713826,6.662782275,TESSy
France,FR,2021-W08,subnational,FRC,Bourgogne-Franche-Comt�,4642,66339,2811423,2359.623579,6.997392183,TESSy
France,FR,2021-W09,subnational,FRC,Bourgogne-Franche-Comt�,4277,71227,2811423,2533.485712,6.004745391,TESSy
France,FR,2021-W10,subnational,FRC,Bourgogne-Franche-Comt�,4937,80477,2811423,2862.500591,6.134672018,TESSy
France,FR,2021-W11,subnational,FRC,Bourgogne-Franche-Comt�,6237,93227,2811423,3316.007588,6.69012196,TESSy
France,FR,2021-W12,subnational,FRC,Bourgogne-Franche-Comt�,7929,107318,2811423,3817.212849,7.388322555,TESSy
France,FR,2021-W13,subnational,FRC,Bourgogne-Franche-Comt�,9492,123937,2811423,4408.336988,7.658729839,TESSy
France,FR,2021-W14,subnational,FRC,Bourgogne-Franche-Comt�,8533,90479,2811423,3218.263491,9.430917672,TESSy
France,FR,2021-W15,subnational,FRC,Bourgogne-Franche-Comt�,8279,80517,2811423,2863.923358,10.28230063,TESSy
France,FR,2021-W16,subnational,FRC,Bourgogne-Franche-Comt�,8563,69563,2811423,2474.298603,12.30970487,TESSy
France,FR,2021-W17,subnational,FRC,Bourgogne-Franche-Comt�,0,76051,2811423,2705.071418,0,TESSy
France,FR,2021-W18,subnational,FRC,Bourgogne-Franche-Comt�,4060,77367,2811423,2751.880453,5.247715434,TESSy
France,FR,2021-W19,subnational,FRC,Bourgogne-Franche-Comt�,3078,67449,2811423,2399.105364,4.563447938,TESSy
France,FR,2021-W20,subnational,FRC,Bourgogne-Franche-Comt�,3516,81232,2811423,2889.355319,4.32834351,TESSy
France,FR,2021-W21,subnational,FRC,Bourgogne-Franche-Comt�,2618,70127,2811423,2494.359618,3.73322686,TESSy
France,FR,2021-W22,subnational,FRC,Bourgogne-Franche-Comt�,2187,72166,2811423,2566.885168,3.030512984,TESSy
France,FR,2021-W23,subnational,FRC,Bourgogne-Franche-Comt�,1202,63279,2811423,2250.781899,1.899524329,TESSy
France,FR,2021-W24,subnational,FRC,Bourgogne-Franche-Comt�,488,54086,2811423,1923.794463,0.90226676,TESSy
France,FR,2021-W25,subnational,FRC,Bourgogne-Franche-Comt�,342,51135,2811423,1818.829824,0.668817835,TESSy
France,FR,2021-W26,subnational,FRC,Bourgogne-Franche-Comt�,317,48741,2811423,1733.677216,0.65037648,TESSy
France,FR,2021-W27,subnational,FRC,Bourgogne-Franche-Comt�,401,56917,2811423,2024.490801,0.704534673,TESSy
France,FR,2021-W28,subnational,FRC,Bourgogne-Franche-Comt�,825,56934,2811423,2025.095477,1.449046264,TESSy
France,FR,2021-W29,subnational,FRC,Bourgogne-Franche-Comt�,2313,83583,2811423,2972.978453,2.767309142,TESSy
France,FR,2021-W30,subnational,FRC,Bourgogne-Franche-Comt�,2954,104190,2811423,3705.952466,2.835204914,TESSy
France,FR,2020-W51,subnational,FRD,Normandie,3378,90416,3330478,2714.805502,3.736064413,TESSy
France,FR,2020-W52,subnational,FRD,Normandie,3084,120024,3330478,3603.807021,2.569486103,TESSy
France,FR,2020-W53,subnational,FRD,Normandie,3759,78043,3330478,2343.297268,4.816575478,TESSy
France,FR,2021-W01,subnational,FRD,Normandie,5524,91028,3330478,2733.181243,6.068462451,TESSy
France,FR,2021-W02,subnational,FRD,Normandie,5843,90110,3330478,2705.617632,6.48429697,TESSy
France,FR,2021-W03,subnational,FRD,Normandie,6433,90703,3330478,2723.422884,7.092378422,TESSy
France,FR,2021-W04,subnational,FRD,Normandie,5571,89740,3330478,2694.508116,6.207934032,TESSy
France,FR,2021-W05,subnational,FRD,Normandie,5585,91001,3330478,2732.370549,6.137295195,TESSy
France,FR,2021-W06,subnational,FRD,Normandie,4529,86156,3330478,2586.895935,5.256743581,TESSy
France,FR,2021-W07,subnational,FRD,Normandie,5059,90093,3330478,2705.107195,5.615308626,TESSy
France,FR,2021-W08,subnational,FRD,Normandie,5714,88626,3330478,2661.059464,6.447317943,TESSy
France,FR,2021-W09,subnational,FRD,Normandie,6110,81010,3330478,2432.38358,7.542278731,TESSy
France,FR,2021-W10,subnational,FRD,Normandie,6973,91882,3330478,2758.823208,7.589081648,TESSy
France,FR,2021-W11,subnational,FRD,Normandie,9759,113839,3330478,3418.097943,8.57263328,TESSy
France,FR,2021-W12,subnational,FRD,Normandie,11133,140407,3330478,4215.821273,7.929091854,TESSy
France,FR,2021-W13,subnational,FRD,Normandie,11858,164643,3330478,4943.524623,7.202249716,TESSy
France,FR,2021-W14,subnational,FRD,Normandie,10337,121008,3330478,3633.35233,8.542410419,TESSy
France,FR,2021-W15,subnational,FRD,Normandie,10477,108753,3330478,3265.387131,9.63375723,TESSy
France,FR,2021-W16,subnational,FRD,Normandie,10833,96629,3330478,2901.355301,11.21092012,TESSy
France,FR,2021-W17,subnational,FRD,Normandie,0,107519,3330478,3228.335392,0,TESSy
France,FR,2021-W18,subnational,FRD,Normandie,5933,115696,3330478,3473.855705,5.128094316,TESSy
France,FR,2021-W19,subnational,FRD,Normandie,4707,98829,3330478,2967.411885,4.762772061,TESSy
France,FR,2021-W20,subnational,FRD,Normandie,5079,122768,3330478,3686.197597,4.13707155,TESSy
France,FR,2021-W21,subnational,FRD,Normandie,3594,102945,3330478,3090.997749,3.491184613,TESSy
France,FR,2021-W22,subnational,FRD,Normandie,2482,107158,3330478,3217.496107,2.316205976,TESSy
France,FR,2021-W23,subnational,FRD,Normandie,1399,96665,3330478,2902.436227,1.447266332,TESSy
France,FR,2021-W24,subnational,FRD,Normandie,775,79652,3330478,2391.608652,0.972982474,TESSy
France,FR,2021-W25,subnational,FRD,Normandie,484,76036,3330478,2283.035648,0.636540586,TESSy
France,FR,2021-W26,subnational,FRD,Normandie,595,67107,3330478,2014.935994,0.886643718,TESSy
France,FR,2021-W27,subnational,FRD,Normandie,944,68119,3330478,2045.322023,1.385810126,TESSy
France,FR,2021-W28,subnational,FRD,Normandie,1881,71006,3330478,2132.006277,2.649071909,TESSy
France,FR,2021-W29,subnational,FRD,Normandie,3354,100526,3330478,3018.365532,3.336450272,TESSy
France,FR,2021-W30,subnational,FRD,Normandie,3862,123359,3330478,3703.942797,3.130699827,TESSy
France,FR,2020-W51,subnational,FRE,Hauts-de-France,8411,146460,6003815,2439.448917,5.742864946,TESSy
France,FR,2020-W52,subnational,FRE,Hauts-de-France,7278,223775,6003815,3727.213447,3.252374036,TESSy
France,FR,2020-W53,subnational,FRE,Hauts-de-France,7653,137606,6003815,2291.976019,5.561530747,TESSy
France,FR,2021-W01,subnational,FRE,Hauts-de-France,10944,168737,6003815,2810.496326,6.485832983,TESSy
France,FR,2021-W02,subnational,FRE,Hauts-de-France,11794,172034,6003815,2865.411409,6.855621563,TESSy
France,FR,2021-W03,subnational,FRE,Hauts-de-France,12339,173226,6003815,2885.265452,7.123064667,TESSy
France,FR,2021-W04,subnational,FRE,Hauts-de-France,12643,185978,6003815,3097.663735,6.798115906,TESSy
France,FR,2021-W05,subnational,FRE,Hauts-de-France,13146,193304,6003815,3219.68615,6.800687001,TESSy
France,FR,2021-W06,subnational,FRE,Hauts-de-France,14290,199843,6003815,3328.600232,7.150613231,TESSy
France,FR,2021-W07,subnational,FRE,Hauts-de-France,17655,221972,6003815,3697.182541,7.953705873,TESSy
France,FR,2021-W08,subnational,FRE,Hauts-de-France,20386,219242,6003815,3651.711453,9.298400854,TESSy
France,FR,2021-W09,subnational,FRE,Hauts-de-France,19663,200397,6003815,3337.827698,9.812023134,TESSy
France,FR,2021-W10,subnational,FRE,Hauts-de-France,21900,219951,6003815,3663.520611,9.956763097,TESSy
France,FR,2021-W11,subnational,FRE,Hauts-de-France,27126,269597,6003815,4490.428169,10.06168466,TESSy
France,FR,2021-W12,subnational,FRE,Hauts-de-France,30549,316264,6003815,5267.717276,9.659335239,TESSy
France,FR,2021-W13,subnational,FRE,Hauts-de-France,30595,357998,6003815,5962.84196,8.546137129,TESSy
France,FR,2021-W14,subnational,FRE,Hauts-de-France,24635,247641,6003815,4124.727361,9.947868083,TESSy
France,FR,2021-W15,subnational,FRE,Hauts-de-France,24529,210349,6003815,3503.588968,11.66109656,TESSy
France,FR,2021-W16,subnational,FRE,Hauts-de-France,24283,185857,6003815,3095.64835,13.06542126,TESSy
France,FR,2021-W17,subnational,FRE,Hauts-de-France,0,213579,6003815,3557.388094,0,TESSy
France,FR,2021-W18,subnational,FRE,Hauts-de-France,12526,219486,6003815,3655.775536,5.706969921,TESSy
France,FR,2021-W19,subnational,FRE,Hauts-de-France,10216,195817,6003815,3261.542869,5.217115981,TESSy
France,FR,2021-W20,subnational,FRE,Hauts-de-France,10061,222490,6003815,3705.810389,4.522000989,TESSy
France,FR,2021-W21,subnational,FRE,Hauts-de-France,7019,185064,6003815,3082.440082,3.79274197,TESSy
France,FR,2021-W22,subnational,FRE,Hauts-de-France,4956,179464,6003815,2989.166055,2.761556635,TESSy
France,FR,2021-W23,subnational,FRE,Hauts-de-France,2584,152766,6003815,2544.482133,1.691475852,TESSy
France,FR,2021-W24,subnational,FRE,Hauts-de-France,1323,145090,6003815,2416.630093,0.911847819,TESSy
France,FR,2021-W25,subnational,FRE,Hauts-de-France,959,136403,6003815,2271.938759,0.703063716,TESSy
France,FR,2021-W26,subnational,FRE,Hauts-de-France,939,130183,6003815,2168.337965,0.721292335,TESSy
France,FR,2021-W27,subnational,FRE,Hauts-de-France,1226,128041,6003815,2132.66065,0.957505799,TESSy
France,FR,2021-W28,subnational,FRE,Hauts-de-France,1978,129261,6003815,2152.981063,1.530237272,TESSy
France,FR,2021-W29,subnational,FRE,Hauts-de-France,4716,180350,6003815,3003.923339,2.614915442,TESSy
France,FR,2021-W30,subnational,FRE,Hauts-de-France,5786,230772,6003815,3843.756012,2.50723658,TESSy
France,FR,2020-W51,subnational,FRF,Grand Est,12405,183878,5549586,3313.364276,6.74632093,TESSy
France,FR,2020-W52,subnational,FRF,Grand Est,11304,278171,5549586,5012.463993,4.063687444,TESSy
France,FR,2020-W53,subnational,FRF,Grand Est,11585,162032,5549586,2919.71329,7.149822257,TESSy
France,FR,2021-W01,subnational,FRF,Grand Est,13902,193297,5549586,3483.088648,7.192041263,TESSy
France,FR,2021-W02,subnational,FRF,Grand Est,11333,160760,5549586,2896.792662,7.049639214,TESSy
France,FR,2021-W03,subnational,FRF,Grand Est,12181,160489,5549586,2891.909415,7.589928282,TESSy
France,FR,2021-W04,subnational,FRF,Grand Est,12598,181832,5549586,3276.496661,6.928373444,TESSy
France,FR,2021-W05,subnational,FRF,Grand Est,11253,188705,5549586,3400.343737,5.963276013,TESSy
France,FR,2021-W06,subnational,FRF,Grand Est,9932,194410,5549586,3503.144199,5.1087907,TESSy
France,FR,2021-W07,subnational,FRF,Grand Est,10270,217151,5549586,3912.922513,4.72942791,TESSy
France,FR,2021-W08,subnational,FRF,Grand Est,10152,184498,5549586,3324.536281,5.502498672,TESSy
France,FR,2021-W09,subnational,FRF,Grand Est,10185,173795,5549586,3131.675047,5.860352714,TESSy
France,FR,2021-W10,subnational,FRF,Grand Est,11701,205455,5549586,3702.168054,5.695164391,TESSy
France,FR,2021-W11,subnational,FRF,Grand Est,14658,247418,5549586,4458.314548,5.92438707,TESSy
France,FR,2021-W12,subnational,FRF,Grand Est,16134,288073,5549586,5190.891717,5.600663721,TESSy
France,FR,2021-W13,subnational,FRF,Grand Est,17318,314554,5549586,5668.062446,5.50557297,TESSy
France,FR,2021-W14,subnational,FRF,Grand Est,16698,238874,5549586,4304.357118,6.990296139,TESSy
France,FR,2021-W15,subnational,FRF,Grand Est,16411,214776,5549586,3870.126528,7.640984095,TESSy
France,FR,2021-W16,subnational,FRF,Grand Est,15793,191494,5549586,3450.599738,8.247255789,TESSy
France,FR,2021-W17,subnational,FRF,Grand Est,0,207868,5549586,3745.648775,0,TESSy
France,FR,2021-W18,subnational,FRF,Grand Est,7657,216327,5549586,3898.074559,3.539548924,TESSy
France,FR,2021-W19,subnational,FRF,Grand Est,5972,187906,5549586,3385.946267,3.178184837,TESSy
France,FR,2021-W20,subnational,FRF,Grand Est,5737,226493,5549586,4081.259395,2.532970114,TESSy
France,FR,2021-W21,subnational,FRF,Grand Est,4394,187175,5549586,3372.774113,2.347535729,TESSy
France,FR,2021-W22,subnational,FRF,Grand Est,3529,183034,5549586,3298.155935,1.928057082,TESSy
France,FR,2021-W23,subnational,FRF,Grand Est,2027,171133,5549586,3083.707505,1.184458871,TESSy
France,FR,2021-W24,subnational,FRF,Grand Est,1179,165349,5549586,2979.483515,0.713037273,TESSy
France,FR,2021-W25,subnational,FRF,Grand Est,734,140509,5549586,2531.882558,0.522386466,TESSy
France,FR,2021-W26,subnational,FRF,Grand Est,762,140177,5549586,2525.90013,0.543598451,TESSy
France,FR,2021-W27,subnational,FRF,Grand Est,1240,157923,5549586,2845.671731,0.785192784,TESSy
France,FR,2021-W28,subnational,FRF,Grand Est,2222,156226,5549586,2815.092874,1.422298465,TESSy
France,FR,2021-W29,subnational,FRF,Grand Est,5374,208716,5549586,3760.929194,2.574790625,TESSy
France,FR,2021-W30,subnational,FRF,Grand Est,7229,256240,5549586,4617.281361,2.821183266,TESSy
France,FR,2020-W51,subnational,FRG,Pays de la Loire,3458,82458,3757600,2194.432617,4.193650101,TESSy
France,FR,2020-W52,subnational,FRG,Pays de la Loire,3020,136317,3757600,3627.767724,2.215424342,TESSy
France,FR,2020-W53,subnational,FRG,Pays de la Loire,3528,87003,3757600,2315.387481,4.055032585,TESSy
France,FR,2021-W01,subnational,FRG,Pays de la Loire,4790,99946,3757600,2659.836066,4.792587998,TESSy
